Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
SneakDamageLP5LongDesc,progression,skills,,,Increases sneaking damage by +50%.\nIncreases sneaking damage by an additional +50% when indoors.\nIncreases sneaking damage by an additional +50% during nighttime.,,,,,,スニークダメージが50%増加。\n屋内でスニークダメージが更に50%増加。\n夜間だとスニークダメージが更に50%増加。,,,,Увеличивает урон в скрытности на +50%.\nУвеличивает урон в скрытности на +50% в помещении.\nУвеличивает урон в скрытности на +50% в ночное время.,,潜行伤害增加+50%。\n室内时潜行伤害额外增加+50%。\n夜晚时潜行伤害额外增加+50%。,偷襲傷害增加 +50%。\n室內時偷襲傷害額外增加 +50%。\n夜間時偷襲傷害額外增加 +50%。

FoodWaterLossLPName,progression,perk,,,Metabolism,,,,,,新陳代謝,,,,Метаболизм,,代谢,新陳代謝
FoodWaterLossLPDesc,progression,perk,,,Strengthens your gastrointestinal health to use less calories and gain more benefits from food.\nConsumable buffs duration is multiplied with 'Iron Gut'.\nStack with 'Iron Gut'.,,,,,,消化器系を強化して、より少ないカロリーで食事から多くの効果を得る。\nバフの持続時間は『鉄の胃腸』と掛け合わせることができる。\n『鉄の胃腸』と重複可能。,,,,Укрепляет здоровье вашего желудочно-кишечного тракта позволяя потреблять меньше калорий и получать больше пользы от пищи.\nДлительность действия расходуемых баффов умножается с 'Железные потроха'.\nСкладывается с 'Железные потроха'.,,增强胃肠道健康以消耗更少的热量并从食物中获得更多益处。\n消耗品的增益持续时间会随着‘铁胃’而倍增延长。\n可与‘铁胃’叠加。,增強腸胃健康以消耗較少的熱量並從食物中獲得更多益處。\n消耗品增益持續時間會隨著「鐵腸」倍增延長。\n可與「鐵腸」疊加。
FoodWaterLossLP1Desc,progression,skills,,,\n-5% Food and Water Loss Rate\n+10% Consumable Buffs Duration\n,,,,,,\n食料と水分の消耗率-5%\nバフ持続時間+10%\n,,,,\n-5% Коэффициент потери сытости и воды\n+10% Длительность действия усилений от расходников\n,,\n-5%食物与水分的流失率\n+10%消耗品增益效果\n,\n-5% 食物和水分的流失率\n+10% 消耗品增益持續時間\n
FoodWaterLossLP2Desc,progression,skills,,,\n-10% Food and Water Loss Rate\n+20% Consumable Buffs Duration\n,,,,,,\n食料と水分の消耗率-10%\nバフ持続時間+20%\n,,,,\n-10% Коэффициент потери сытости и воды\n+20% Длительность действия усилений от расходников\n,,\n-10%食物与水分的流失率\n+20%消耗品增益效果\n,\n-10% 食物和水分的流失率\n+20% 消耗品增益持續時間\n
FoodWaterLossLP3Desc,progression,skills,,,\n-15% Food and Water Loss Rate\n+30% Consumable Buffs Duration\n,,,,,,\n食料と水分の消耗率-15%\nバフ持続時間+30%\n,,,,\n-15% Коэффициент потери сытости и воды\n+30% Длительность действия усилений от расходников\n,,\n-15%食物与水分的流失率\n+30%消耗品增益效果\n,\n-15% 食物和水分的流失率\n+30% 消耗品增益持續時間\n
FoodWaterLossLP4Desc,progression,skills,,,\n-20% Food and Water Loss Rate\n+40% Consumable Buffs Duration\n,,,,,,\n食料と水分の消耗率-20%\nバフ持続時間+40%\n,,,,\n-20% Коэффициент потери сытости и воды\n+40% Длительность действия усилений от расходников\n,,\n-20%食物与水分的流失率\n+40%消耗品增益效果\n,\n-20% 食物和水分的流失率\n+40% 消耗品增益持續時間\n
FoodWaterLossLP5Desc,progression,skills,,,-25% Food and Water Loss Rate\n+50% Consumable Buffs Duration\n+25% Food Absorption when Satiation\n+25% Water Absorption when Hydration,,,,,,食料と水分の消耗率-25%\nバフ持続時間+50%\n飽食時の食物吸収+25%\n水分補給時の水分吸収+25%,,,,-25% Коэффициент потери сытости и воды\n+50% Длительность действия усилений от расходников\n+25% Усвоение пищи во время насыщения\n+25% поглощения воды во время уталения жажды,,-25%食物与水分的流失率\n+50%消耗品增益效果\n饱腹感时+25%进食吸收量\n水分充足时+25%饮水吸收量,-25% 食物和水分的流失率\n+50% 消耗品增益持續時間\n飽足感時 +25% 進食吸收量\n水分充足時 +25% 飲水吸收量
FoodWaterLossLP1LongDesc,progression,skills,,,Reduces food and water loss from physical exertion by -5%.\nBuffs from consumables last +10% longer.,,,,,,行動による食料と水分の消耗が5%減少。\nバフの持続時間が10%増加。,,,,Снижает потерю еды и воды от физических нагрузок на -5%.\nУсиления от расходников длятся на +10% дольше.,,强体力活动时食物与水分流失率降低-5%。\n消耗品的增益效果延长+10%。,因體力勞動而流失的食物和水分降低 -5%。\n從消耗品中獲得增益的持續時間延長 +10%。
FoodWaterLossLP2LongDesc,progression,skills,,,Reduces food and water loss from physical exertion by -10%.\nBuffs from consumables last +20% longer.,,,,,,行動による食料と水分の消耗が10%減少。\nバフの持続時間が20%増加。,,,,Снижает потерю еды и воды от физических нагрузок на -10%.\nУсиления от расходников длятся на +20% дольше.,,强体力活动时食物与水分流失率降低-10%。\n消耗品的增益效果延长+20%。,因體力勞動而流失的食物和水分降低 -10%。\n從消耗品中獲得增益的持續時間延長 +20%。
FoodWaterLossLP3LongDesc,progression,skills,,,Reduces food and water loss from physical exertion by -15%.\nBuffs from consumables last +30% longer.,,,,,,行動による食料と水分の消耗が15%減少。\nバフの持続時間が30%増加。,,,,Снижает потерю еды и воды от физических нагрузок на -15%.\nУсиления от расходников длятся на +30% дольше.,,强体力活动时食物与水分流失率降低-15%。\n消耗品的增益效果延长+30%。,因體力勞動而流失的食物和水分降低 -15%。\n從消耗品中獲得增益的持續時間延長 +30%。
FoodWaterLossLP4LongDesc,progression,skills,,,Reduces food and water loss from physical exertion by -20%.\nBuffs from consumables last +40% longer.,,,,,,行動による食料と水分の消耗が20%減少。\nバフの持続時間が40%増加。,,,,Снижает потерю еды и воды от физических нагрузок на -20%.\nУсиления от расходников длятся на +40% дольше.,,强体力活动时食物与水分流失率降低-20%。\n消耗品的增益效果延长+40%。,因體力勞動而流失的食物和水分降低 -20%。\n從消耗品中獲得增益的持續時間延長 +40%。
FoodWaterLossLP5LongDesc,progression,skills,,,Reduces food and water loss from physical exertion by -25%.\nBuffs from consumables last +50% longer.\nIncreases food absorption from eating by +25% when satiation.\nIncreases water absorption from drinking by +25% when hydration.,,,,,,行動による食料と水分の消耗率25%減少。\nバフの持続時間が50%増加。\n飽食時に食事による食物吸収が25%増加。\n水分補給時に飲料からの水分吸収が25%増加。,,,,Снижает потерю еды и воды от физических нагрузок на -25%.\nУсиления от расходников длятся на +50% дольше.\nУвеличивает усвоение пищи при её приеме на +25% во время насыщения.\nУвеличивает всасывание воды из питья на +25% во время уталения жажды.,,强体力活动时食物与水分流失率降低-25%。\n消耗品的增益效果延长+50%。\n饱腹感时的进食吸收量增加+25%。\n水分充足时的饮水吸收量增加+25%。,因體力勞動而流失的食物和水分降低 -25%。\n從消耗品中獲得增益的持續時間延長 +50%。\n飽足感時的進食吸收量增加 +25%。\n水分充足時的飲水吸收量增加 +25%。

HeatColdResistLPName,progression,perk,,,Adaptability,,,,,,適応力,,,,Адаптация,,适应力,適應力
HeatColdResistLPDesc,progression,perk,,,Strengthens your natural adaptations to withstand the harshest environments.\nStack with 'Well Insulated'.,,,,,,最も過酷な環境に耐えるための自然な適応力を強化。\n『高断熱性』と重複可能。,,,,Укрепляет ваши естественные способности противостоять самым суровым условиям.\nЭффект складывается с 'Хорошая сопротивляемость'.,,增强自然适应能力以抵御最恶劣的环境。\n可与‘完美隔热’叠加。,增強自然適應能力以承受最惡劣的環境。\n可與「很好的隔絕效果」疊加。
HeatColdResistLP1Desc,progression,skills,,,\n+2 Heat and Cold Resistance\n,,,,,,\n耐暑＆耐寒+2\n,,,,\n+2 к сопротивлению жаре и холоду\n,,\n+2点隔热防寒能力\n,\n+2 點隔熱保冷能力\n
HeatColdResistLP2Desc,progression,skills,,,\n+4 Heat and Cold Resistance\n,,,,,,\n耐暑＆耐寒+4\n,,,,\n+4 к сопротивлению жаре и холоду\n,,\n+4点隔热防寒能力\n,\n+4 點隔熱保冷能力\n
HeatColdResistLP3Desc,progression,skills,,,\n+6 Heat and Cold Resistance\n,,,,,,\n耐暑＆耐寒+6\n,,,,\n+6 к сопротивлению жаре и холоду\n,,\n+6点隔热防寒能力\n,\n+6 點隔熱保冷能力\n
HeatColdResistLP4Desc,progression,skills,,,\n+8 Heat and Cold Resistance\n,,,,,,\n耐暑＆耐寒+8\n,,,,\n+8 к сопротивлению жаре и холоду\n,,\n+8点隔热防寒能力\n,\n+8 點隔熱保冷能力\n
HeatColdResistLP5Desc,progression,skills,,,\n+10 Heat and Cold Resistance\n+5 Additional Heat Resistance during Daytime\n+5 Additional Cold Resistance during Nighttime\n,,,,,,\n耐暑＆耐寒+10\n昼間に耐暑+5追加\n夜間に耐寒+5追加\n,,,,\n+10 к сопротивлению жаре и холоду\n+5 к дополнительному сопротивлению жаре днем\n+5 к дополнительному сопротивлению холоду ночью\n,,\n+10点隔热防寒能力\n白天时额外+5点隔热能力\n夜晚时额外+5点防寒能力\n,\n+10 點隔熱保冷能力\n日間時 +5 點額外隔熱能力\n夜間時 +5 點額外保冷能力\n
HeatColdResistLP1LongDesc,progression,skills,,,Gain +2 insulation against heat and cold.,,,,,,暑さと寒さに対する耐性を2増加。,,,,Получите +2 к защите от жары и холода.,,获得+2点隔热防寒能力。,獲得 +2 點隔熱保冷能力。
